rank,team,score
4914,Anmol611,495.5
4915,lol_dino,495.3
4916,Mikiya Takada,495.2
4917,Dan Arreola,495.2
4918,sakuyuna,495.1
4919,Luke Francis,494.9
4920,Shiv sib,494.8
4921,pree948282,494.8
4922,Valkyrja,494.8
4923,toru,494.6
4924,Gotta Cache 'Em All,494.5
4925,zone9studio,494.5
4926,gaskitcg,494.4
4927,Kota000,494.2
4928,Alberto Fernández Miguel,494.1
4929,Cintia I. Shinoda,494.0
4930,Soliruss,493.9
4931,D kameT,493.8
4932,Suravi Reddy,493.7
4933,Rich,493.6
4934,mcw999,493.5
4935,Dev,493.3
4936,maimai,493.1
4937,graybackcat,493.0
4938,replikeit,493.0
4939,Mitsuki83,492.9
4940,gr3gario,492.8
4941,AKANMU SHERIF OLAIDE,492.5
4942,jiangletian,492.3
4943,NM12,492.3
4944,We Are Slow,492.2
4945,ega_water,492.1
4946,ToraaaAa,492.0
4947,Studdelston000,491.7
4948,Charles Wallis,491.5
4949,oggata,491.5
4950,Yogesh Mishra,491.4
4951,Morcillones,491.3
4952,CPAO,491.2
4953,Loshtradz,491.1
4954,シン ソウイチロイ,491.0
4955,Haruki Miura,490.9
4956,Dominick,490.9
4957,Kazumi Sakamaki,490.7
4958,岩田泰久,490.6
4959,Jose Angel Jude Telan,490.6
4960,nathanmcateer,490.4
4961,nakano_kano_shimai,490.2
4962,Namir Chaudry,490.1
4963,WBFT,490.1
4964,NinjaAviral,490.1
4965,shoot0645,490.0
4966,yuanzhiyi,489.9
4967,ZeroSpawn TCG Lab,489.9
4968,Sylvanas9527,489.6
4969,fakermitu,489.5
4970,joecorder,489.5
4971,Hanrui,489.4
4972,YI-EN FANG,489.1
4973,Galib Natsir,489.0
4974,aile-dev283,488.9
4975,VeeVee!Go,488.6
4976,Noalith,488.6
4977,Chippy Mary Cleetus,488.5
4978,KentoHako,488.1
4979,pokeka-mirishira,488.1
4980,Brian,488.0
4981,田口雄大,488.0
4982,tomioka,488.0
4983,gerbera_105,487.9
4984,Fornalha Criativa,487.9
4985,yasuna,487.6
4986,KevinDaGreat777,487.3
4987,Eric Han Wang,487.3
4988,s2terminal,487.2
4989,HalfMoonbear2,487.2
4990,Makytaky,487.2
4991,YiHao Ma,487.2
4992,Prakash k,487.0
4993,N_Matsumoto24,487.0
4994,HumanMachines,486.7
4995,Sridip Basu,486.6
4996,fasly,486.6
4997,田中太郎 #3,486.6
4998,Nanda Kishore Reddy,486.5
4999,Arnav Mishra,486.4
5000,ak4ne,486.0
5001,Recep A.,485.9
5002,RedBaseline,485.9
5003,Marco DG,485.4
5004,Yohanes Lengkong,485.3
5005,Amit Malakar,485.3
5006,takanori-suzuki-desu,485.0
5007,Zachariah Glad,485.0
5008,DDDomyo,485.0
5009,Sho Hasegawa,484.9
5010,Hondo Tamez,484.8
5011,Thomas Young,484.8
5012,Maxwell Goisman,484.7
5013,SachinChand,484.6
5014,Juan Resendiz,484.2
5015,Varish Guharaman,484.2
5016,Taychinov Evgeny,483.9
5017,ゆづいぶ,483.8
5018,Tomoya Otani,483.8
5019,ChampionTCG,483.5
5020,Midori Tatasuta,483.1
5021,Son Pham,483.1
5022,kangms2023,483.1
5023,Project Mew,483.1
5024,Juriai,483.0
5025,poket monster,482.9
5026,milek,482.7
5027,kagekage11,482.7
5028,Jahan Kazimi,482.5
5029,charley8,482.3
5030,Mingx ZHANG,482.3
5031,Hung Sheng Shih,482.2
5032,yashjakhar99,482.2
5033,YDDDDDD999,482.2
5034,Laysen,482.1
5035,builds,482.0
5036,ML_Bear,482.0
5037,NiniSan,481.9
5038,Draga-PUCT,481.9
5039,ek,481.8
5040,esu_mitsunari,481.7
5041,Kaito Sugiyama,481.6
5042,xiehepingas,481.6
5043,Kouhei　Sakamoto,481.5
5044,Shun Tsukuda (しゅん),481.2
5045,Pepijn Langeraert,481.0
5046,Samuel Birocchi,480.9
5047,中村文彌,480.7
5048,Toriitechforge_John,480.5
5049,nakotsuko13,480.4
5050,gggggggg0g0,480.4
5051,Klee319,480.3
5052,YangjieFu,480.2
5053,washidesu,480.1
5054,norosen,479.9
5055,mori_the_natural,479.8
5056,KEN,479.7
5057,sugawarachikara,479.3
5058,yuukinos,479.1
5059,torii_kujirapoke,478.9
5060,Alternate,478.9
5061,Anamitra_04,478.7
5062,Javakky,478.7
5063,mijuuu,478.7
5064,Michunlinnai,478.6
5065,lopert,478.6
5066,Nori,478.6
5067,Yifang Zhang,478.5
5068,Riki Garcia,478.5
5069,stellab,478.1
5070,Naoki Susami,478.0
5071,Zac Fillmore,477.8
5072,zumatin,477.8
5073,テン,477.7
5074,jiaheng zhao123,477.6
5075,dxjjjjjj,477.2
5076,jackee777,477.0
5077,Brian Beallo,477.0
5078,nyahomaru.,476.9
5079,saishi hghr,476.9
5080,Yuki_Kaneko,476.7
5081,Trapeznikov_Mihail,476.7
5082,The8BitsLab,476.4
5083,sota1111,476.4
5084,Anuj Saha,476.3
5085,Team HAL,476.3
5086,hiromu matsukiyo,476.0
5087,oftitzhi,476.0
5088,YOUN SUNGSOO,475.9
5089,Lucas Henrique Mateo,475.8
5090,chenzhengy,475.8
5091,d_tree_love,475.4
5092,Patrick Graham,475.4
5093,Marcelo Hernandez,475.3
5094,pinanapi,475.3
5095,amr13utha,475.1
5096,BBO,475.0
5097,Koikoiiinami,474.9
5098,GyörgyHódi,474.7
5099,Mktwr25,474.2
5100,small pond,474.2
5101,Steffen Pharai,474.1
5102,Albert,474.1
5103,sironekosama,474.1
5104,はっししゅう,474.0
5105,Benjammin Williamson,474.0
5106,miyajiyuta,473.9
5107,Francisco Stahl,473.7
5108,Amit Chhabria,473.7
5109,Sheer_Cold,473.6
5110,Ankit0017,473.5
5111,Abdullah Ali,473.5
5112,ParrotHunter HD,473.4
5113,Francisco Leonardo Alves de Moraes Sousa,473.3
5114,kouta0226,473.1
5115,Totomatotomato,473.0
5116,田中紘章,473.0
5117,Abdillah Sagif,472.9
5118,Kazuto Matsui,472.9
5119,JBMetrix,472.9
5120,Sasa Shun,472.7
5121,Harshkumar Patel,472.5
5122,sakura_atm,472.5
5123,Jared Luboff,472.5
5124,Léo DEVIN,472.1
5125,RadicalAceK,472.0
5126,dT3Tbx,471.7
5127,TrentXr4y,471.6
5128,Kachi,471.6
5129,Immutable,471.4
5130,chihiro tomioka,470.8
5131,Ibuki Nagashima,470.6
5132,berry8192,470.6
5133,James Edmond,470.4
5134,Asterios Terzis,470.0
5135,Libur_,470.0
5136,tabby,469.9
5137,孤独のコーヒー,469.7
5138,Arda Yıldız,469.6
5139,Paami,469.4
5140,HEROPAP,469.4
5141,saladoil,469.2
5142,catch,469.0
5143,KellersInColorado,468.8
5144,fishing_kiyogon,468.8
5145,Haiku,468.7
5146,Rebis Global,468.6
5147,MrSamu18,468.3
5148,pokelarp,468.0
5149,MADICHETTY SAI RUCHITHA,467.8
5150,Kouto,467.8
5151,KinpatsuPoke,467.7
5152,jyama,467.6
5153,しみずたいせい,467.0
5154,あかくま屋,466.8
5155,aaaaaa,466.8
5156,TakayukiSPIC,466.7
5157,Liku Shioya,466.5
5158,Blips and Chitz,466.3
5159,Kazutoshi Inoue,466.0
5160,Satoru Sugizaki,465.4
5161,Miltank Lovers,465.1
5162,Akhil Kumar060,465.1
5163,HIKARU MATSUDA,465.1
5164,Yaswanth Ippili,465.0
5165,poolim,464.8
5166,Michael Candrian,464.8
5167,monao462,464.7
5168,Akarsh kumar shukla,464.3
5169,Ethan Yang,464.3
5170,colapis,464.2
5171,teamAlone,464.2
5172,yun8686,464.2
5173,Emanuel Lázaro,464.1
5174,Sami Ullah,463.9
5175,jdx,463.9
5176,Opallo Collins,463.9
5177,wonjae,463.9
5178,Vladimir Mojica,463.8
5179,Lazy Bandit,463.8
5180,SB Kaggle,463.5
5181,adada376,463.4
5182,MyRoom,463.3
5183,KanaWorksAI,463.0
5184,BlueSteel,462.9
5185,flatton,462.8
5186,董子廉（六道仙尊）,462.6
5187,shigeria,462.6
5188,Kevin L.,462.6
5189,3as6Bl,462.5
5190,Koki Saitoh,462.5
5191,Yasuharu Hirado,462.3
5192,Keisuke Suzuki,462.3
5193,Matma Hunter,462.2
5194,Soma Nakamura,462.1
5195,talkinglion,462.0
5196,Ivan Kalesnik,462.0
5197,ユウカ,462.0
5198,SunaoCool,461.8
5199,Akito Matsuyama,461.8
5200,あむ,461.7
5201,kaykay,461.6
5202,Arif Aditto,461.6
5203,阪田竜生,461.3
5204,ethan.ai,461.3
5205,Chris Woolgar,461.2
5206,ZAOJUTECHLAB,461.1
5207,Yuichi SUZUKI,461.1
5208,Tianfu Wang (王天夫),461.1
5209,Kiyotaka Kobayashi,460.8
5210,Michael Mueller,460.8
5211,Ishan Kapoor,460.8
5212,Haruto_Beginner Data Scientist,460.7
5213,syareene,460.6
5214,Abhishek Jain,460.6
5215,Nobu Nagayoshi,460.5
5216,GanadorPlusUltra,460.2
5217,Sameeigaman,460.2
5218,bukichi,460.1
5219,KanngaiAgriculture,460.1
5220,Martin Stoyanov,459.8
5221,Gauravpreet Singh,459.7
5222,LiHoWaKenll,459.6
5223,Issy,459.6
5224,MDPRO,459.4
5225,ethain,459.4
5226,suraki0120,459.4
5227,Hamish,459.3
5228,Saathwik,459.1
5229,Arctix0,458.8
5230,hisa ito,458.8
5231,Brandon Ellis,458.7
5232,choku777,458.7
5233,T Okano,458.7
5234,ろーずいんてり,458.6
5235,Blender,458.5
5236,cgaines,458.1
5237,Rodrigo Batista da Silva,457.9
5238,Emilio Orozco,457.9
5239,Z19 Maker,457.8
5240,oideyo_shibamata,457.8
5241,awee,457.4
5242,rｍrm129,457.3
5243,gota,457.3
5244,bkal01,457.1
5245,沢栗 ぺんた,457.0
5246,Jethro Tan,457.0
5247,Rithvik Rajavelu,456.9
5248,Sheik Javeed,456.9
5249,沼里太誠,456.8
5250,Hibiki Yoshida,456.8
5251,re_eee_ne,456.8
5252,Watta,456.7
5253,Zadios,456.7
5254,Alfredo Gomez,456.4
5255,Kerusu1984,456.4
5256,Siddharaj Kulkarni,456.3
5257,hk15,456.2
5258,TutaevAlim,456.0
5259,Udbhav Purwar,455.5
5260,Yev Barkalov,455.4
5261,HanaMew,455.2
5262,Hiromi Motodera,455.2
5263,osakana_daisuki,455.1
5264,Yuto Kobayashi,455.0
5265,DiadoraTCG,454.9
5266,N.Takut,454.9
5267,Arijit Chowdhury (IIITD),454.6
5268,Just a Student,454.4
5269,funahara,454.2
5270,pattikamo,454.2
5271,JIBINA EA,454.1
5272,CoMessi,454.0
5273,Kotaro Seki,454.0
5274,PikachuKawaii,453.9
5275,T U (seiryu0730),453.8
5276,Mohammad Hatoum,453.7
5277,Joao gabriel alves g,453.7
5278,Yongbing Tang,453.6
5279,NaviCE,453.6
5280,Danish Shakeel Mohammad,453.5
5281,やまちー,453.2
5282,ktk,453.2
5283,plzdont,452.9
5284,田上勇誠,452.8
5285,RyotaroAbe,452.7
5286,Pratik Anand,452.7
5287,Hao Boyuan,452.6
5288,Rixu324,452.5
5289,PLAYERshi,452.2
5290,Akshar Patel,452.1
5291,ihansel,452.0
5292,Yuta_poke,451.9
5293,satouttu,451.8
5294,ottojr,451.8
5295,RyuMizu,451.6
5296,PRADEEP HEBBALLI,451.5
5297,yoshikawa,451.5
5298,RiJ,451.4
5299,Sébastien MATHIEU,451.4
5300,SunaD0630,451.3
5301,Sean Jeong,451.3
5302,hiroto fujimori,451.3
5303,Otias Ujiat,451.2
5304,suzuki.eiji1,451.2
5305,MatsuyamaKAiho,450.9
5306,sake-kuzu,450.9
5307,Neil Bhatkhande,450.6
5308,dongfangdaguo,450.6
5309,niimi_kaggle,450.4
5310,BullFloG,450.4
5311,lowbackpain-slime,450.2
5312,Electoria,450.1
5313,Pengchao Zheng,450.1
5314,nalu0926,450.1
5315,Dale Jung,450.0
5316,Doug,449.9
5317,timdef,449.6
5318,Matcha2Greentea,449.3
5319,GsGsSsSs,448.7
5320,IMMANUEL SAM PRADEEP S,448.7
5321,Hadeka,448.7
5322,NiaAtSyzd,448.6
5323,Ludwig512,448.6
5324,Tanush Thirunagari,448.4
5325,masaaki imai,448.1
5326,zegure392end5321d,448.0
5327,Ryusei Murakami,447.9
5328,sh1nduu,447.8
5329,ha-sanC4,447.8
5330,jeffrb,447.5
5331,Luca925,447.5
5332,Nikita M.,447.4
5333,naoki,447.3
5334,hal1202,446.9
5335,abc,446.9
5336,Tsuyoshi Fujii,446.8
5337,Gilberto Santos,446.7
5338,Kosuke Izumi,446.7
5339,Havish Patel,445.9
5340,oliver,445.8
5341,MangaNow,445.7
5342,Yucahu,445.4
5343,Clanishing Hammers,445.4
5344,Tomo & K,445.3
5345,PxlPau,445.1
5346,Reilly Cooper,445.1
5347,zhang xxxy,445.0
5348,Kakeru Hashimoto kaito,445.0
5349,vicente poch,445.0
5350,Bambang Satmoko,444.9
5351,noki_UNNC,444.9
5352,kishingo,444.8
5353,HeartGold,444.8
5354,Abhay sarkar,444.7
5355,Turgay_TheGenius,444.6
5356,otaika,444.4
5357,Yuma 357,444.4
5358,gogo98415,444.3
5359,ys1997,444.1
5360,AksanBA,443.9
5361,Monica Das,443.7
5362,Tanishk Gupta,443.6
5363,songxin,443.5
5364,Amschoem,443.5
5365,nnzham,443.3
5366,Kazumasa Endo,443.0
5367,Ke Ma Ke,443.0
5368,FromAtom,442.9
5369,almer,442.7
5370,monyai,442.7
5371,m09855,442.6
5372,bigmanblastoise,442.5
5373,Jack Wilson,442.4
5374,bacon4423,442.3
5375,machiko_osada,442.3
5376,おちゃ,442.3
5377,Yanlin Wu 916,442.1
5378,Alex Daniel,442.0
5379,okadayuki,441.6
5380,PLLZ,441.4
5381,Fosco Quadri,441.3
5382,齋藤壮汰,441.3
5383,Atrix,441.3
5384,rkd,441.1
5385,Roman Vinogradov,440.8
5386,Tatsu Miya,440.8
5387,Santipab Tongchan,440.7
5388,Josh Greiff,440.6
5389,Ousagi,440.5
5390,tong00,440.4
5391,uttc,440.2
5392,hacotowha,440.2
5393,tk1024,440.2
5394,Ursula Kümpel,440.0
5395,Pratikp02,439.8
5396,hiro_c58,439.8
5397,Yan Enrique,439.7
5398,Vu,439.5
5399,George Olteanu,439.2
5400,Mimi030,439.2
5401,treo_hihihi,439.2
5402,村岡宙武（ムラオカ ヒロム）,439.1
5403,Fernando Ruiloba,439.1
5404,hakobe,439.1
5405,HKU_144,439.0
5406,K.A,438.8
5407,kmdrism,438.6
5408,OceFFFF,438.5
5409,kevotovar14,438.5
5410,ichika17,438.4
5411,Jales Ferreira,438.4
5412,czechmix,438.3
5413,Benjamin Liu,438.3
5414,Pikachu,438.2
5415,Luan Pham,437.9
5416,hdt666,437.8
5417,David Selin,437.8
5418,Koshiro Yasuyama,437.6
5419,Shinichi,437.6
5420,Aimee Stone,437.5
5421,topabaem,437.4
5422,Little Rascal,437.2
5423,matsuda2929,437.1
5424,leeseungbo123,437.0
5425,koki334,436.9
5426,KOwsd,436.8
5427,Zero Coke,436.6
5428,chibakee,436.3
5429,Junichi Hatano,436.3
5430,Trinity Tea Party,436.2
5431,eimanjibot,436.0
5432,jaafarbk,435.9
5433,what peter,435.8
5434,gongdo,435.8
5435,Kz hara,435.6
5436,Kaz Endo,435.6
5437,qqqqqqq1111,435.6
5438,takumayellow,435.6
5439,Fの人,435.5
5440,hymn_fun,435.5
5441,shreyas sangalad,435.4
5442,Yuto Umehara,435.4
5443,DAIZU,435.2
5444,soufiane Lasfar,435.2
5445,sa s,435.0
5446,Miker,434.9
5447,TOMONORI TAKEUCHI,434.8
5448,なかよしポケカ倶楽部,434.7
5449,Yokoneo,434.2
5450,Dons,434.2
5451,opantsu,434.0
5452,DeviPriya Raju,434.0
5453,kreiack,433.9
5454,Aaron Greenwell,433.7
5455,JudyWatermelon,433.6
5456,dodeuse57,433.5
5457,pickles0923,433.5
5458,LBT287,433.4
5459,malibu_orange,433.0
5460,Metamor,432.8
5461,Remi Wynthein,432.6
5462,Pradyumna_Official,432.4
5463,AFC,432.3
5464,yk_aiiii,432.1
5465,Alex DR,432.0
5466,canesro,431.8
5467,Takuma Ishii,431.7
5468,FcoUniverse,431.7
5469,KT MATA,431.5
5470,Yuya Shintani,431.4
5471,NAUTANAKA,431.0
5472,shuto_shizuku,430.9
5473,Ryoichi Hosokawa,430.9
5474,Martin Balla,430.9
5475,Coconnut,430.8
5476,Aakash Kavuru,430.7
5477,thzir dbs,430.5
5478,Mohit Shirke,430.5
5479,影山祐介,430.4
5480,tyakku_k2k,430.4
5481,Emre Bektas,430.3
5482,yatakeuc,430.3
5483,YK-Orfeluna,430.3
5484,Atom McCree,430.0
5485,Matsuokaaaaa,429.9
5486,Gloxynia,429.8
5487,Zenith,429.7
5488,Sleepy Nuts,429.7
5489,AdityaKrishnamurthy,429.6
5490,hansama.qht,429.6
5491,Rushil Ramachandran,429.4
5492,siguremon,428.8
5493,GoodWill,428.6
5494,unprosaiclabyrinth,428.5
5495,Timothy Bender (TBenderMMA),428.2
5496,Arav Goyal,428.2
5497,highwide,428.1
5498,Obaachan Sensei to AI Gundan,428.1
5499,TidalBuckeye,427.9
5500,ahmed alameldien,427.8
5501,ilhem bekhtaoui,427.7
5502,kishizaki-sci,427.6
5503,h0jicha,427.6
5504,Lucas Sterniak,427.5
5505,Dawei Zhang,427.3
5506,Yutaro Iizuka,427.1
5507,ZAOUI_Yassine,426.9
5508,luis derares,426.8
5509,papa banana,426.5
5510,Masaya_SAN,426.4
5511,AndreasEdo,426.3
5512,EasonLee0917,426.2
5513,SENGA,426.2
5514,Nidy,426.0
5515,Baker Jackson,425.9
5516,odakazu,425.8
5517,Vansh Bhura,425.4
5518,passion,425.1
5519,Reossann,425.0
5520,William_Rod,425.0
5521,soba sobasoba,424.9
5522,Ren Yamazaki,424.8
5523,Kota Morimoto,424.6
5524,KazIWATA,424.5
5525,Shintaro Sekimoto,424.0
5526,TheDuck,423.9
5527,Two Stooges,423.7
5528,henrytb,423.6
5529,Kanishk Chitransh,423.5
5530,shikisoukan,423.5
5531,Yash Vardhan,423.0
5532,keisuke ito,422.8
5533,VishXAi,422.7
5534,Anthony Guerrera,422.6
5535,Madhav Suresh,422.4
5536,ushironoko,422.4
5537,mocky700,422.0
5538,Chukka Venugopalam,421.9
5539,"Pied Pie, LLC",421.9
5540,Feroz Ahmed DS,421.8
5541,YusBri,421.8
5542,jiwon95,421.7
5543,太田颯紀,421.4
5544,yu_yukk_y,421.4
5545,drektmr,421.4
5546,ronniepiku,421.3
5547,Ryoki Kunii,421.2
5548,Roberto Iovino,421.0
5549,Renaissancejxj,421.0
5550,taichi-1,420.9
5551,のいのい,420.9
5552,Mykola Mazniuk,420.9
5553,Phil Franco,420.6
5554,nozmulll,420.5
5555,Jake Peterson,419.7
5556,kyos,419.7
5557,Mike Zeng 2009,419.4
5558,Yas_pat,419.1
5559,Ryan A.,418.8
5560,Yingrui Wang,418.8
5561,kotone,418.7
5562,Sohan,418.5
5563,Kaneko Mio,418.4
5564,Aakansha.aakaa,418.1
5565,anagosan110,418.0
5566,sidney gautrau,417.9
5567,Dmytro Rakovskyi,417.8
5568,Nebraskinator,417.7
5569,Jianzhou Liu,417.6
5570,Christian McBride,417.5
5571,sh1kuwasa,417.3
5572,Ricebug,416.9
5573,TxMk2,416.7
5574,Sukumar Vanapalli,416.7
5575,Fri314,416.6
5576,らむはち,416.4
5577,elce,416.2
5578,Tresure,415.8
5579,HirokiGLHF,415.8
5580,George,415.7
5581,Harnoor Singh,415.6
5582,Constantine Chenn,415.6
5583,Nqcqlx,415.5
5584,GaveduAi,415.4
5585,Active Grass Touchers,415.2
5586,Ko,414.8
5587,Phazoned,414.7
5588,Shridipa ,414.6
5589,町田遥裕,414.5
5590,Fran2026,414.4
5591,ggbong,414.2
5592,Ykst51,413.9
5593,bushdoge,413.8
5594,AILogDev,413.6
5595,Yuki Higashi,413.3
5596,Mats Heldesten,413.1
5597,DeeRang25,413.0
5598,feodora49,412.8
5599,Yunosuke Saito,412.5
5600,chephes,412.0
5601,Tanmay Gulhane ,412.0
5602,ooxKxoo,411.8
5603,Testete,411.6
5604,Brianhk,411.5
5605,Hiro Wang,411.5
5606,okicom,411.5
5607,oji12_king,411.3
5608,naoteru nakamura,411.2
5609,Team A-B-A,411.0
5610,Charbel Nehme,410.9
5611,Arum Puri ,410.6
5612,Cool Ryans,410.3
5613,Denis,410.3
5614,hana_c,410.1
5615,UTSA-NLP,410.0
5616,헛개나무,410.0
5617,blahaj,409.9
5618,Keisuke Ota (Kei),409.8
5619,Jacob Pierce,409.2
5620,Артём Степанов,408.9
5621,Salt708,408.6
5622,Arvind CR,408.5
5623,Henrik,408.3
5624,とりてんチャンネル（とりてんチャンネル）,408.3
5625,PaNus01,408.1
5626,Allgea,408.0
5627,松野恭成,407.9
5628,Rattanunt,407.4
5629,Yuta Tadokoro,407.2
5630,Benjp8,407.0
5631,Fumisky,407.0
5632,lsquaremaster,406.7
5633,なかけん,406.5
5634,Ryu_san,406.5
5635,Sushi Party,406.4
5636,bihrain,406.4
5637,Samuels Winstons,406.4
5638,nicolas maine,406.3
5639,Editor Jugnu AI,406.3
5640,MNYash,406.3
5641,kawasaki12,406.2
5642,清水侑吾,406.2
5643,Diego Pacheco,406.2
5644,いべ,405.9
5645,Zenith08,405.7
5646,sai vineeth,405.4
5647,IntelligentApe,405.4
5648,Davaughn Hoots,405.3
5649,TOM@love,405.1
5650,nenmaku,405.1
5651,Finlay Sanders,404.7
5652,Ruida RUAN (Vergil),404.4
5653,Farid Khelile cherfi,404.3
5654,Abdulazeez AbdulMumeen,404.1
5655,Daisuke,403.9
5656,Ivy Duan,403.2
5657,Aoi Umigishi,403.1
5658,Gonzalo Asencio,403.1
5659,CPLdev,403.0
5660,Ángel Orenes,402.9
5661,Ryosuke Nagamatsu,402.8
5662,dongco,402.7
5663,inarikujirawanko,402.7
5664,ali rehman khan,402.6
5665,Yevgeniy Krotov,402.2
5666,Sonika20000002,402.1
5667,kikuya1179,402.1
5668,MATSUMOTO Ryutaro,402.0
5669,Sangam Gautam,402.0
5670,sota_k_1021,401.9
5671,abidencewww,401.7
5672,Tegar Putrayas Dentatama,401.5
5673,Raichu,401.5
5674,RickArko,401.4
5675,TakapS,401.1
5676,Pokemick,401.1
5677,shinsaku,400.6
5678,Ahmet Abdullah Gültekin,400.3
5679,Jack Hunter,400.2
5680,Delibird,400.1
5681,Aditya Sasidhar,399.6
5682,Steve Watson,399.4
5683,Glorian,399.3
5684,Charon,399.3
5685,ERBOL TAKHIROV,399.2
5686,coba11,399.2
5687,Muhammad Souzan Shaquille,399.2
5688,脱0コイン,398.7
5689,しあわせタマゴ検証,398.7
5690,Shoh Son,398.5
5691,Prem Rajesh Sargara,398.5
5692,prince solomon (SoIxn),398.4
5693,SHINTARO,398.3
5694,pompom,398.1
5695,Victoria Tauanny,398.1
5696,lalalasu,398.1
5697,sora ukita,397.9
5698,Minh Ly,397.8
5699,duong nguyen,397.4
5700,fabio rovai,397.0
5701,MakotoInomoto,396.8
5702,kwonj0815@gmail.com,396.7
5703,suhaizhou,396.5
5704,Rafiozoo,396.4
5705, Mansi anil kadam,396.3
5706,Tetsuya A,396.2
5707,ryo aoyama,396.2
5708,Carter Davis,396.2
5709,YNTECHLAB,396.1
5710,Junpei Mishima,396.1
5711,riku_cascade,396.0
5712,MochiMochi-AI-2027,395.5
5713,mudkip_mini_chicken,395.0
5714,Miscusi,395.0
5715,imamutya,394.4
5716,Shiny-Rayquaza,393.9
5717,Carles Villar Vegara,393.6
5718,takumi_ot0000,392.8
5719,atuage70,392.8
5720,Victor,392.5
5721,MelioniDas,392.4
5722,Steele Schauer,392.4
5723,八反田拓磨,392.3
5724,ACd Rooy,392.2
5725,Szymon Kłapiński,392.2
5726,X namaridama,392.1
5727,rin araya,391.4
5728,Tomeiser,391.3
5729,pkm-agent,391.1
5730,HID_garal,391.0
5731,ibushimaru,390.9
5732,WenRuitan21,390.8
5733,YUZO BABA,390.7
5734,SHARANGARAMA,390.7
5735,mutou,389.6
5736,altvision,389.0
5737,Cipher-integral,388.9
5738,Jiajing Cheng,388.9
5739,CatPurrgramming,388.8
5740,Forager,388.8
5741,urnotsam,388.7
5742,Hinapipipipi,388.7
5743,Nirgenre,388.5
5744,SaiDuttaAbhishekDash,388.4
5745,世界のたまちゃん,388.1
5746,yabami,388.1
5747,nofreewill42,387.9
5748,UJ_shinozaki,387.9
5749,takahi526,387.7
5750,Yusuke Sakurai77,387.7
5751,Luke Stafford,387.7
5752,jwils4,387.5
5753,ryamamon,387.5
5754,phalanchang,387.5
5755,Shaun Leong,387.4
5756,RyuseiHiko,387.2
5757,Feonix Y,387.1
5758,Andrei Chulkov,387.0
5759,Mudkip_88,386.8
5760,Lalit Kishore R,386.4
5761,Sikhey,385.9
5762,ミズゴロウ,385.2
5763,T T (りっきー),385.1
5764,Saianiruth M,384.9
5765,ErliCai,384.8
5766,Shohei Yamauchi,384.8
5767,Jaime Fernandez Diaz,384.5
5768,Shriprasad Patil,384.1
5769,Jasurbek Akhunov,384.0
5770,shimadadada,383.9
5771,Nono,383.8
5772,hayim lusthaus,383.5
5773,nagisora,383.4
5774,GauharVishesh,383.3
5775,大竹那奈,383.2
5776,Yiding Cui,382.9
5777,kokoa,382.3
5778,harsh,382.3
5779,MAXIMUMDataScience,382.2
5780,ljdzzz10,381.9
5781,sorte1,381.6
5782,nori_wave,381.6
5783,sharakoon,381.4
5784,Trubbish Fan,381.2
5785,nd77dn,381.0
5786,Danik Hollatz,380.6
5787,KTG,380.6
5788,KalpKrafts,380.5
5789,Shreyas Chaudhary,380.2
5790,Tsuyoshi Chiba,380.0
5791,ちょろ,380.0
5792,Kuni05,379.7
5793,Vinit,379.3
5794,Renhe Wang,379.3
5795,Emmett Wilson,378.9
5796,xia0910,378.3
5797,atknak,378.1
5798,原田純平,377.6
5799,FYCHERE,377.4
5800,Shivam Shinde,377.3
5801,あーけん,377.3
5802,Pavel Kerbel,377.3
5803,ri5de2408,377.3
5804,Mork Borb,377.2
5805,hiru0118,376.1
5806,sato7564,376.1
5807,Ashutosh Agarwal,375.7
5808,bokukaraijo,375.7
5809,Adam Owada,375.6
5810,KuchiKiya,375.5
5811,Scoops Martin,375.4
5812,Nitin Yadav 4321,375.3
5813,Mitsuhiro Eto,375.2
5814,GiRoRo,375.1
5815,Poke_Gogogo,375.0
5816,shadoxi,374.9
5817,ramaswamyrama,374.8
5818,Plenil,374.7
5819,Map1e,374.7
5820,sou yamaguchi,374.5
5821,Seymon Zhang,374.4
5822,Ali Akbar Fani,374.3
5823,Sai Swaroop,374.2
5824,NimaPoke,374.0
5825,Jihyekor02,373.5
5826,Justin Arndt,373.3
5827,MORU,373.2
5828,koshien1984,373.2
5829,John Bradley,372.7
5830,Lleyaghm,372.6
5831,さやのーず,372.6
5832,Lewbei,372.5
5833,kawaiy,372.3
5834,spekinos,372.2
5835,Teppei Yamamoto,372.1
5836,MinkMinkMink,371.7
5837,HLKT,371.5
5838,UrbanFox,371.3
5839,Adrien Danzon,371.1
5840,Mystique　Kobayashi,371.1
5841,WUJIAHAO,371.1
5842,Kota Munaoka,370.7
5843,DavideVNT,370.7
5844,Kabuto0421,370.5
5845,MaggyoWIMPS,370.3
5846,mashirome,370.3
5847,SeiichiroIshii,370.1
5848,MamMr,369.8
5849,shilehaoduomingzile,369.7
5850,ryoooooo,369.5
5851,PewPew,369.5
5852,Koh Ma2ko,369.1
5853,Yz,368.5
5854,野原拓也,368.5
5855,mapatn,368.2
5856,Paul Baker,368.1
5857,中村恵大,368.1
5858,Tomy,367.9
5859,seigou,367.5
5860,TAKUMARU KOBO,367.5
5861,ajisto,367.3
